application_id,applicant_id,cohort_id,channel_id,application_date,eligibility_status,interview_result,offer_status,application_status,stage,exit_reason_id
11314,11314,83,7,2024-03-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11315,11315,85,4,2024-02-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11316,11316,77,1,2024-03-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11317,11317,72,1,2024-11-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11318,11318,79,5,2024-01-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11319,11319,75,4,2024-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11320,11320,83,1,2024-10-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11321,11321,82,1,2024-06-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11322,11322,83,3,2024-02-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11323,11323,84,2,2024-06-10,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11324,11324,86,3,2024-10-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11325,11325,79,1,2024-07-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11326,11326,76,2,2024-10-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11327,11327,73,1,2024-09-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11328,11328,87,3,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11329,11329,77,5,2024-09-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11330,11330,86,1,2024-06-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11331,11331,80,3,2024-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11332,11332,87,2,2024-07-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11333,11333,76,1,2024-10-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11334,11334,78,1,2024-01-14,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11335,11335,81,2,2024-06-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11336,11336,87,7,2024-10-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11337,11337,79,5,2024-04-24,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11338,11338,82,4,2024-05-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11339,11339,83,1,2024-10-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11340,11340,82,2,2024-01-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11341,11341,76,4,2024-02-13,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
11342,11342,87,1,2024-04-21,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11343,11343,85,1,2024-01-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11344,11344,82,2,2024-07-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11345,11345,87,2,2024-07-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11346,11346,86,1,2024-04-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11347,11347,78,1,2024-05-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11348,11348,79,5,2024-08-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11349,11349,72,3,2024-11-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11350,11350,75,2,2024-12-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11351,11351,79,5,2024-03-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11352,11352,79,4,2024-07-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11353,11353,82,3,2024-07-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11354,11354,73,2,2024-05-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11355,11355,84,4,2024-12-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11356,11356,83,2,2024-11-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11357,11357,87,1,2024-04-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11358,11358,85,5,2024-08-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11359,11359,83,2,2024-03-10,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11360,11360,85,3,2024-02-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11361,11361,84,1,2024-10-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11362,11362,74,4,2024-08-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11363,11363,72,5,2024-08-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11364,11364,81,2,2024-12-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11365,11365,85,3,2024-12-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11366,11366,86,3,2024-04-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11367,11367,86,1,2024-08-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11368,11368,76,5,2024-10-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11369,11369,82,3,2024-01-13,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11370,11370,80,1,2024-04-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11371,11371,83,3,2024-06-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11372,11372,83,2,2024-04-02,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11373,11373,85,5,2024-08-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11374,11374,83,2,2024-10-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11375,11375,87,4,2024-08-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11376,11376,83,1,2024-01-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11377,11377,86,2,2024-02-18,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
11378,11378,80,3,2024-05-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11379,11379,77,4,2024-01-09,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,3.0
11380,11380,87,1,2024-03-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11381,11381,86,5,2024-09-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11382,11382,86,2,2024-01-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11383,11383,77,6,2024-02-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11384,11384,80,2,2024-08-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11385,11385,77,5,2024-01-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11386,11386,87,1,2024-02-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11387,11387,79,2,2024-11-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11388,11388,83,1,2024-06-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11389,11389,84,3,2024-10-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11390,11390,73,5,2024-01-26,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11391,11391,87,5,2024-08-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11392,11392,84,1,2024-06-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11393,11393,82,3,2024-07-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11394,11394,81,1,2024-10-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11395,11395,78,4,2024-01-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11396,11396,80,1,2024-02-20,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11397,11397,74,6,2024-02-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11398,11398,82,1,2024-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11399,11399,73,6,2024-12-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11400,11400,82,7,2024-05-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11401,11401,83,4,2024-11-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11402,11402,75,5,2024-01-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11403,11403,79,1,2024-09-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11404,11404,85,5,2024-12-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11405,11405,82,1,2024-10-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11406,11406,80,2,2024-10-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11407,11407,83,1,2024-01-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11408,11408,77,3,2024-09-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11409,11409,73,4,2024-04-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11410,11410,74,4,2024-01-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11411,11411,86,3,2024-07-15,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,2.0
11412,11412,77,4,2024-01-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11413,11413,87,5,2024-03-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11414,11414,74,1,2024-09-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11415,11415,87,3,2024-08-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11416,11416,72,2,2024-06-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11417,11417,72,1,2024-04-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11418,11418,73,1,2024-09-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11419,11419,84,3,2024-01-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11420,11420,83,3,2024-01-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11421,11421,87,1,2024-10-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11422,11422,76,1,2024-11-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11423,11423,74,4,2024-09-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11424,11424,75,3,2024-01-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11425,11425,72,5,2024-12-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11426,11426,81,3,2024-09-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11427,11427,76,5,2024-10-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11428,11428,75,6,2024-10-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11429,11429,84,1,2024-02-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11430,11430,87,2,2024-06-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11431,11431,79,2,2024-07-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11432,11432,85,1,2024-06-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11433,11433,82,1,2024-02-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11434,11434,81,3,2024-11-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11435,11435,87,1,2024-02-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11436,11436,82,5,2024-07-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11437,11437,85,2,2024-10-17,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
11438,11438,76,7,2024-12-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11439,11439,82,1,2024-09-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11440,11440,76,1,2024-09-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11441,11441,75,1,2024-03-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11442,11442,83,1,2024-07-03,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11443,11443,81,6,2024-10-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11444,11444,74,7,2024-09-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11445,11445,82,4,2024-09-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11446,11446,86,4,2024-05-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11447,11447,73,1,2024-10-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11448,11448,80,2,2024-04-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11449,11449,84,4,2024-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11450,11450,78,1,2024-12-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11451,11451,86,1,2024-04-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11452,11452,77,1,2024-06-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11453,11453,81,2,2024-12-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11454,11454,80,3,2024-01-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11455,11455,84,1,2024-02-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11456,11456,73,2,2024-02-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11457,11457,76,5,2024-07-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11458,11458,85,3,2024-01-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11459,11459,80,2,2024-11-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11460,11460,82,5,2024-04-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11461,11461,73,3,2024-06-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11462,11462,82,1,2024-12-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11463,11463,77,5,2024-10-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11464,11464,76,4,2024-07-02,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11465,11465,82,3,2024-02-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11466,11466,84,2,2024-04-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11467,11467,86,7,2024-12-26,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11468,11468,72,2,2024-05-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11469,11469,86,4,2024-01-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11470,11470,80,2,2024-06-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11471,11471,82,3,2024-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11472,11472,87,3,2024-03-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11473,11473,74,3,2024-03-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11474,11474,86,1,2024-06-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11475,11475,74,1,2024-10-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11476,11476,86,1,2024-02-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11477,11477,85,1,2024-02-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11478,11478,79,1,2024-09-16,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11479,11479,82,1,2024-08-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11480,11480,73,3,2024-04-03,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11481,11481,72,1,2024-07-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11482,11482,85,3,2024-03-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11483,11483,86,2,2024-11-21,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11484,11484,75,1,2024-11-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11485,11485,79,1,2024-04-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11486,11486,80,6,2024-03-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11487,11487,87,2,2024-04-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11488,11488,81,1,2024-06-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11489,11489,77,6,2024-05-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11490,11490,83,1,2024-04-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11491,11491,79,3,2024-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11492,11492,72,5,2024-10-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11493,11493,81,4,2024-11-25,Eligible,Passed,Offered,Rejected,Selection,5.0
11494,11494,80,5,2024-09-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11495,11495,72,2,2024-04-16,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11496,11496,82,1,2024-03-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11497,11497,75,3,2024-10-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11498,11498,77,1,2024-04-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11499,11499,72,1,2024-06-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11500,11500,86,5,2024-11-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11501,11501,72,1,2024-11-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11502,11502,74,2,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11503,11503,77,2,2024-08-05,Eligible,Passed,Offered,Rejected,Selection,5.0
11504,11504,84,1,2024-03-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11505,11505,72,6,2024-03-17,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11506,11506,75,1,2024-11-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11507,11507,72,4,2024-06-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11508,11508,79,6,2024-05-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11509,11509,72,1,2024-09-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11510,11510,84,1,2024-02-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11511,11511,83,1,2024-01-07,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11512,11512,85,2,2024-07-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11513,11513,76,1,2024-07-28,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11514,11514,76,2,2024-06-08,Eligible,Passed,Offered,Rejected,Selection,5.0
11515,11515,85,2,2024-08-27,Eligible,Passed,Offered,Rejected,Selection,5.0
11516,11516,84,1,2024-10-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11517,11517,77,3,2024-05-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11518,11518,85,4,2024-03-18,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11519,11519,86,7,2024-07-03,Eligible,Passed,Offered,Rejected,Selection,5.0
11520,11520,84,3,2024-11-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11521,11521,84,1,2024-03-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11522,11522,84,1,2024-05-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11523,11523,84,3,2024-02-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11524,11524,79,2,2024-07-15,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11525,11525,81,3,2024-10-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11526,11526,77,2,2024-07-01,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11527,11527,75,1,2024-02-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11528,11528,86,7,2024-02-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11529,11529,84,5,2024-05-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11530,11530,80,3,2024-09-10,Eligible,Passed,Offered,Rejected,Selection,5.0
11531,11531,74,5,2024-01-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11532,11532,75,3,2024-12-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11533,11533,82,2,2024-10-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11534,11534,84,1,2024-11-20,Eligible,Passed,Offered,Rejected,Selection,5.0
11535,11535,84,1,2024-08-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11536,11536,80,4,2024-09-15,Eligible,Passed,Offered,Rejected,Selection,5.0
11537,11537,85,5,2024-03-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11538,11538,77,2,2024-12-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11539,11539,75,5,2024-04-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11540,11540,75,5,2024-01-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11541,11541,80,1,2024-01-26,Eligible,Passed,Offered,Rejected,Selection,5.0
11542,11542,84,1,2024-03-12,Eligible,Passed,Offered,Rejected,Selection,5.0
11543,11543,81,2,2024-11-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11544,11544,74,3,2024-08-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11545,11545,81,3,2024-06-22,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11546,11546,81,1,2024-11-09,Eligible,Passed,Offered,Rejected,Selection,5.0
11547,11547,78,4,2024-03-18,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,4.0
11548,11548,73,5,2024-08-12,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11549,11549,85,3,2024-06-06,Eligible,Passed,Offered,Rejected,Selection,5.0
11550,11550,86,1,2024-06-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11551,11551,79,7,2024-02-03,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11552,11552,82,3,2024-12-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11553,11553,87,3,2024-05-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11554,11554,77,4,2024-03-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11555,11555,76,5,2024-12-11,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11556,11556,74,1,2024-08-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11557,11557,76,4,2024-03-01,Eligible,Passed,Offered,Rejected,Selection,5.0
11558,11558,85,2,2024-07-28,Eligible,Passed,Offered,Rejected,Selection,5.0
11559,11559,84,3,2024-01-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11560,11560,76,1,2024-04-13,Eligible,Passed,Offered,Rejected,Selection,5.0
11561,11561,74,1,2024-03-04,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
11562,11562,85,1,2024-03-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11563,11563,85,6,2024-05-16,Eligible,Passed,Offered,Rejected,Selection,5.0
11564,11564,83,6,2024-11-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11565,11565,87,5,2024-09-21,Eligible,Passed,Offered,Rejected,Selection,5.0
11566,11566,85,2,2024-06-09,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11567,11567,87,6,2024-09-10,Not Eligible,Not Interviewed,Not Offered,Rejected,Eligibility,1.0
11568,11568,75,1,2024-07-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11569,11569,87,1,2024-02-17,Eligible,Passed,Offered,Rejected,Selection,5.0
11570,11570,72,1,2024-11-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11571,11571,74,1,2024-04-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11572,11572,80,1,2024-08-14,Eligible,Passed,Offered,Rejected,Selection,5.0
11573,11573,78,5,2024-10-24,Eligible,Passed,Offered,Rejected,Selection,5.0
11574,11574,87,2,2024-06-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11575,11575,87,1,2024-03-11,Eligible,Passed,Offered,Rejected,Selection,5.0
11576,11576,84,1,2024-10-28,Eligible,Failed,Not Offered,Rejected,Interview,7.0
11577,11577,83,3,2024-02-04,Eligible,Passed,Offered,Rejected,Selection,5.0
11578,11578,81,1,2024-10-02,Eligible,Failed,Not Offered,Rejected,Interview,6.0
11579,11579,72,1,2024-06-18,Eligible,Passed,Offered,Rejected,Selection,5.0
11580,11580,79,1,2024-02-02,Eligible,Passed,Offered,Rejected,Selection,5.0
11581,11581,82,1,2024-04-07,Eligible,Passed,Offered,Rejected,Selection,5.0
11582,11582,83,1,2024-03-22,Eligible,Passed,Offered,Rejected,Selection,5.0
11583,11583,84,7,2024-12-23,Eligible,Passed,Offered,Rejected,Selection,5.0
11584,11584,74,1,2024-06-19,Eligible,Passed,Offered,Rejected,Selection,5.0
11585,11585,74,1,2024-05-18,Eligible,Passed,Offered,Rejected,Selection,5.0
